Name,Text,Target
0x9da1659a203cefe6e9c6da98c7a669a1ec3d7ede,"['SafeMath', 'Ownable', 'Roles', 'MinterRole', 'IERC20', 'ERC20', 'ERC20Mintable', 'ERC20Capped', 'ERC20Detailed', 'PauserRole', 'Pausable', 'ERC20Pausable', 'Pngcoin', 'ERC20 inherits from IERC20', 'ERC20Mintable inherits from ERC20', 'ERC20Mintable inherits from MinterRole', 'ERC20Capped inherits from ERC20Mintable', 'ERC20Detailed inherits from IERC20', 'Pausable inherits from PauserRole', 'ERC20Pausable inherits from ERC20', 'ERC20Pausable inherits from Pausable', 'Pngcoin inherits from ERC20Capped', 'Pngcoin inherits from ERC20Detailed', 'Pngcoin inherits from Pausable', 'Pngcoin inherits from Ownable', 'onlyOwner', 'onlyMinter', 'onlyPauser', 'whenNotPaused', 'whenPaused', 'OwnershipTransferred', 'MinterAdded', 'MinterRemoved', 'Transfer', 'Approval', 'PauserAdded', 'PauserRemoved', 'Paused', 'Unpaused', 'Checkpoint', 'c', 'c', 'c', 'c', '_owner', '_minters', '_balances', '_allowances', '_totalSupply', '_cap', '_name', '_symbol', '_decimals', '_pausers', '_paused', '_name', '_symbol', '_decimals', '_initialSupply', '_cap', 'Role', 'Role has bearer', 'add', 'sub', 'mul', 'div', 'mod', None, 'owner', 'isOwner', 'renounceOwnership', 'transferOwnership', '_transferOwnership', 'add', 'remove', 'has', None, 'isMinter', 'addMinter', 'renounceMinter', '_addMinter', '_removeMinter', 'totalSupply', 'balanceOf', 'transfer', 'allowance', 'approve', 'transferFrom', 'totalSupply', 'balanceOf', 'transfer', 'allowance', 'approve', 'transferFrom', 'increaseAllowance', 'decreaseAllowance', '_transfer', '_mint', '_burn', '_approve', '_burnFrom', 'mint', None, 'cap', '_mint', None, 'name', 'symbol', 'decimals', None, 'isPauser', 'addPauser', 'renouncePauser', '_addPauser', '_removePauser', None, 'paused', 'pause', 'unpause', 'transfer', 'transferFrom', 'approve', 'increaseAllowance', 'decreaseAllowance', None, 'transfer', 'transferFrom', 'approve', 'checkpoint', 'If a corresponds to 0', '_owner is equal to msg sender', '_owner is equal to ', '_owner is equal to newOwner', ' is equal to True', ' is equal to False', ' is equal to _balances sender sub', ' is equal to _balances recipient add', '_totalSupply is equal to _totalSupply add', ' is equal to _balances account add', '_totalSupply is equal to _totalSupply sub', ' is equal to _balances account sub', ' is equal to value', '_cap is equal to cap', '_name is equal to name', '_symbol is equal to symbol', '_decimals is equal to decimals', '_paused is equal to False', '_paused is equal to True', '_paused is equal to False']",0
0x8f179114235842978d8917e08721541072c46584,"['SafeMath', 'IERC20', 'ERC20', 'ERC20Burnable', 'ERC20Detailed', 'PPToken', 'ERC20 inherits from IERC20', 'ERC20Burnable inherits from ERC20', 'ERC20Detailed inherits from IERC20', 'PPToken inherits from ERC20', 'PPToken inherits from ERC20Detailed', 'PPToken inherits from ERC20Burnable', 'Transfer', 'Approval', 'c', 'c', 'c', 'c', '_balances', '_allowed', '_totalSupply', '_name', '_symbol', '_decimals', 'INITIAL_SUPPLY', 'mul', 'div', 'sub', 'add', 'mod', 'totalSupply', 'balanceOf', 'allowance', 'transfer', 'approve', 'transferFrom', 'totalSupply', 'balanceOf', 'allowance', 'transfer', 'approve', 'transferFrom', 'increaseAllowance', 'decreaseAllowance', '_transfer', '_mint', '_burn', '_burnFrom', 'burn', 'burnFrom', None, 'name', 'symbol', 'decimals', None, 'getNow', 'If a corresponds to 0', ' is equal to value', ' is equal to _allowed from msg sender sub', ' is equal to ', ' is equal to ', ' is equal to _balances from sub', ' is equal to _balances to add', '_totalSupply is equal to _totalSupply add', ' is equal to _balances account add', '_totalSupply is equal to _totalSupply sub', ' is equal to _balances account sub', ' is equal to _allowed account msg sender sub', '_name is equal to name', '_symbol is equal to symbol', '_decimals is equal to decimals']",0
0xe1f099800a0d99b49b6ea0f0185b13e2e6047b55,"['Token', 'StandardERC20Token', 'StandardERC20Token inherits from Token', 'Transfer', 'Approval', 'Transfer', 'Approval', 'MAX_UINT256', 'balances', 'allowed', 'totalSupply', 'name', 'decimals', 'symbol', 'allowance', 'balanceOf', 'transfer', 'transferFrom', 'approve', 'allowance', None, 'transfer', 'transferFrom', 'balanceOf', 'approve', 'allowance', ' is equal to _initialAmount', 'totalSupply is equal to _initialAmount', 'name is equal to _tokenName', 'decimals is equal to _decimalUnits', 'symbol is equal to _tokenSymbol', ' decreases of _value', ' increments of _value', ' increments of _value', ' decreases of _value', 'If allowance is less then MAX_UINT256', ' decreases of _value', ' is equal to _value']",0
0xe910dce14f5ffca819859dd9079078225f879533,"['SafeMath', 'Owned', 'BOEING', 'BOEING inherits from SafeMath', 'BOEING inherits from Owned', 'onlyOwner', 'OwnershipTransferred', 'Approval', 'Transfer', 'Burn', 'c', 'c', 'c', 'owner', 'newOwner', 'name', 'symbol', 'decimals', '_balances', '_allowed', 'totalSupply', 'safeMul', 'safeDiv', 'safeSub', 'safeAdd', '_assert', None, 'transferOwnership', 'acceptOwnership', None, 'balanceOf', 'transfer', 'burn', 'transferFrom', 'approve', 'allowance', 'If not assertion', 'owner is equal to msg sender', 'newOwner is equal to _newOwner', 'owner is equal to newOwner', 'newOwner is equal to ', ' is equal to totalSupply', 'If _to corresponds to ', ' is equal to safeSub', ' is equal to safeAdd', ' is equal to safeSub', 'totalSupply is equal to safeSub', ' is equal to safeAdd', ' is equal to safeSub', ' is equal to safeSub', ' is equal to value']",0
0x4d37fce35e69c0368565ccbb53d6ea7558a964a1,"['InstaMemory', 'mbytes', 'muint', 'maddr', 'setBytes', 'getBytes', 'setUint', 'getUint', 'setAddr', 'getAddr', ' is equal to _byte', '_byte is equal to ', ' is equal to _num', '_num is equal to ', ' is equal to _addr', '_addr is equal to ']",0
0xb0ccc5e4284a35b19bc7d572400a719d41c727c3,"['MultiSigInterface', 'MultiSigTools', 'TrustListInterface', 'TrustListTools', 'TransferableToken', 'TokenClaimer', 'SafeMath', 'ERC20DepositPool', 'ERC20DepositPoolFactory', 'ERC20DepositPool inherits from TrustListTools', 'only_signer', 'is_majority_sig', 'is_trusted', 'TransferMultiSig', 'ClaimedTokens', 'DepositPoolTransfer', 'OutsideTransfer', 'InternalTransfer', 'DepositERC20', 'WithdrawERC20', 'LockERC20', 'UnlockERC20', 'NewERC20DepositPool', 'multisig_contract', 'hash', 'old', 'list', 'token', 'balance', 'erc20_token', 'all_deposits', 'locked_deposits', 'token', 'old_balance', 'new_balance', 'dp', 'update_and_check_reach_majority', 'is_signer', None, 'transfer_multisig', 'is_trusted', None, 'balanceOf', 'transfer', 'transferFrom', '_claimStdTokens', 'safeAdd', 'safeSub', 'safeMul', 'safeDiv', None, 'deposit', 'transfer', 'withdraw', 'lock', 'unlock', 'outside_transfer', 'internal_transfer', 'lockedOf', 'balanceOf', 'createERC20DepositPool', 'multisig_contract is equal to MultiSigInterface', 'multisig_contract is equal to MultiSigInterface', 'list is equal to TrustListInterface', 'If _token corresponds to ', 'c is equal to a plus b', 'c is equal to a minus b', 'c is equal to a multiplied by b', 'c is equal to a divided by b', 'erc20_token is equal to _token', ' is equal to msg sender safeAdd', ' is equal to msg sender safeSub', ' is equal to all_deposits _to safeAdd', ' is equal to msg sender safeSub', ' is equal to locked_deposits addr safeAdd', ' is equal to locked_deposits addr safeSub', ' is equal to all_deposits from safeSub', ' is equal to all_deposits from safeSub', ' is equal to all_deposits to safeAdd']",0
0xb128960f39820374e4ee6e015988f1a5f7fc3498,"['ValueProvider', 'DMap3', 'DMap3 inherits from ValueProvider', 'ValueUpdate', 'ValueUpdate', 'ValueLocked', 'OwnerUpdate', 'allocator', 'locked', 'values', 'owners', 'offered', 'getValue', None, 'setAllocator', 'allocate', 'lock', 'offer', 'accept', 'setValue', 'getValue', 'allocator is equal to msg sender', 'allocator is equal to newAllocator', ' is equal to owner', ' is equal to True', ' is equal to ', ' is equal to ', ' is equal to to', ' is equal to msg sender', ' is equal to ', ' is equal to value']",0
0xd7e0f80fb28233bdde0006c50568606a8feb964c,"['ERC20', 'EventsHistorySourceAdapter', 'MultiEventsHistoryAdapter', 'ChronoBankPlatformEmitter', 'ChronoBankPlatform', 'ChronoBankAsset', 'ChronoBankAssetProxy', 'MultiEventsHistoryAdapter inherits from EventsHistorySourceAdapter', 'ChronoBankPlatformEmitter inherits from MultiEventsHistoryAdapter', 'ChronoBankPlatform inherits from ChronoBankPlatformEmitter', 'ChronoBankAssetProxy inherits from ERC20', 'onlyChronoBankPlatform', 'onlyAssetOwner', 'onlyAccess', 'Transfer', 'Approval', 'ErrorCode', 'Transfer', 'Issue', 'Revoke', 'RevokeExternal', 'OwnershipChange', 'Approve', 'Recovery', 'UpgradeProposal', 'symbol', 'localEventsHistory', '_eventsHistory', 'proxies', 'OK', 'chronoBankPlatform', 'smbl', 'name', 'symbol', 'latestVersion', 'pendingVersion', 'pendingVersionTimestamp', 'UPGRADE_FREEZE_TIME', 'userOptOutVersion', 'decimals', 'totalSupply', 'balanceOf', 'transfer', 'transferFrom', 'approve', 'allowance', '_self', 'getEventsHistory', 'emitErrorCode', '_setEventsHistory', '_emitErrorCode', 'emitTransfer', 'emitIssue', 'emitRevoke', 'emitRevokeExternal', 'emitOwnershipChange', 'emitApprove', 'emitRecovery', 'symbols', 'symbolsCount', 'isCreated', 'isOwner', 'owner', 'setProxy', 'name', 'totalSupply', 'balanceOf', 'allowance', 'baseUnit', 'description', 'isReissuable', 'blockNumber', 'proxyTransferWithReference', 'proxyTransferFromWithReference', 'proxyApprove', 'issueAsset', 'issueAssetWithInitialReceiver', 'reissueAsset', 'reissueAssetToRecepient', 'revokeAsset', 'revokeAssetWithExternalReference', 'hasAssetRights', 'isDesignatedAssetManager', 'changeOwnership', '__transferWithReference', '__transferFromWithReference', '__approve', '__process', 'init', 'stringToBytes32', '_getAsset', 'totalSupply', 'balanceOf', 'allowance', 'decimals', 'transfer', 'transferWithReference', '_transferWithReference', '__transferWithReference', 'transferFrom', '__transferFromWithReference', 'approve', '__approve', 'emitTransfer', 'emitApprove', '', 'getVersionFor', 'getLatestVersion', 'getPendingVersion', 'getPendingVersionTimestamp', 'proposeUpgrade', 'purgeUpgrade', 'commitUpgrade', 'optOut', 'optIn', 'localEventsHistory is equal to _eventsHistory', 'If  is different from 0x0', 'chronoBankPlatform is equal to _chronoBankPlatform', 'symbol is equal to _symbol', 'smbl is equal to stringToBytes32', 'name is equal to _name', 'If _to is different from 0x0', 'If _to is different from 0x0', 'If _to is different from 0x0', 'If _spender is different from 0x0', 'If pendingVersion is different from 0x0', 'If _newVersion corresponds to 0x0', 'If latestVersion corresponds to 0x0', 'latestVersion is equal to _newVersion', 'pendingVersion is equal to _newVersion', 'pendingVersionTimestamp is equal to now', 'If pendingVersion corresponds to 0x0', 'If pendingVersion corresponds to 0x0', 'If pendingVersionTimestamp plus UPGRADE_FREEZE_TIME is greater then now', 'latestVersion is equal to pendingVersion', 'If  is different from 0x0', ' is equal to latestVersion']",0
0x806167087d7dc1a95fe2cbfb92407e952cee4d37,"['BuilderShop', 'Context', 'IERC165', 'ERC165', 'IERC721', 'IERC721Receiver', 'ERC721', 'IERC721Enumerable', 'ERC721Enumerable', 'IERC721Metadata', 'ERC721Metadata', 'ERC721Full', 'NiftyBuilderInstance', 'NiftyRegistry', 'BuilderMaster', 'SafeMath', 'Address', 'Counters', 'ERC165 inherits from IERC165', 'IERC721 inherits from IERC165', 'ERC721 inherits from Context', 'ERC721 inherits from ERC165', 'ERC721 inherits from IERC721', 'IERC721Enumerable inherits from IERC721', 'ERC721Enumerable inherits from Context', 'ERC721Enumerable inherits from ERC165', 'ERC721Enumerable inherits from ERC721', 'ERC721Enumerable inherits from IERC721Enumerable', 'IERC721Metadata inherits from IERC721', 'ERC721Metadata inherits from Context', 'ERC721Metadata inherits from ERC165', 'ERC721Metadata inherits from ERC721', 'ERC721Metadata inherits from IERC721Metadata', 'ERC721Full inherits from ERC721', 'ERC721Full inherits from ERC721Enumerable', 'ERC721Full inherits from ERC721Metadata', 'NiftyBuilderInstance inherits from ERC721Full', 'onlyValidSender', 'onlyValidSender', 'BuilderInstanceCreated', 'Transfer', 'Approval', 'ApprovalForAll', 'NiftyPurchased', 'NiftyCreated', 'builderInstances', 'contractId', 'niftyRegistryContract', 'nftg_registry', 'is_valid', 'BuilderShops', 'new_contract', 'externalId', '_INTERFACE_ID_ERC165', '_supportedInterfaces', '_ERC721_RECEIVED', '_tokenOwner', '_tokenApprovals', '_ownedTokensCount', '_operatorApprovals', '_INTERFACE_ID_ERC721', 'owner', 'owner', 'owner', 'owner', 'retval', '_ownedTokens', '_ownedTokensIndex', '_allTokens', '_allTokensIndex', '_INTERFACE_ID_ERC721_ENUMERABLE', 'lastTokenIndex', 'tokenIndex', 'lastTokenId', 'lastTokenIndex', 'tokenIndex', 'lastTokenId', '_name', '_symbol', '_tokenURIs', '_tokenIPFSHashes', '_INTERFACE_ID_ERC721_METADATA', 'nftg_registry', 'is_valid', 'numNiftiesCurrentlyInContract', 'contractId', 'baseURI', 'nameOfCreator', 'niftyRegistryContract', 'masterBuilderContract', '_numNiftyMinted', '_numNiftyPermitted', '_niftyPrice', '_niftyIPFSHashes', '_IPFSHashHasBeenSet', 'i', 'bm', 'specificTokenId', 'tokenId', 'tokenIdStr', 'tokenURI', 'ipfsHash', 'c', 'c', 'c', 'c', 'codehash', 'accountHash', 'Counter', 'Counter has _value', 'isValidBuilderShop', 'createNewBuilderInstance', None, '_msgSender', '_msgData', 'supportsInterface', None, 'supportsInterface', '_registerInterface', 'balanceOf', 'ownerOf', 'safeTransferFrom', 'transferFrom', 'approve', 'getApproved', 'setApprovalForAll', 'isApprovedForAll', 'safeTransferFrom', 'onERC721Received', None, 'balanceOf', 'ownerOf', 'approve', 'getApproved', 'setApprovalForAll', 'isApprovedForAll', 'transferFrom', 'safeTransferFrom', 'safeTransferFrom', '_safeTransferFrom', '_exists', '_isApprovedOrOwner', '_safeMint', '_safeMint', '_mint', '_burn', '_burn', '_transferFrom', '_checkOnERC721Received', '_clearApproval', 'totalSupply', 'tokenOfOwnerByIndex', 'tokenByIndex', None, 'tokenOfOwnerByIndex', 'totalSupply', 'tokenByIndex', '_transferFrom', '_mint', '_burn', '_tokensOfOwner', '_addTokenToOwnerEnumeration', '_addTokenToAllTokensEnumeration', '_removeTokenFromOwnerEnumeration', '_removeTokenFromAllTokensEnumeration', 'name', 'symbol', 'tokenURI', None, 'name', 'symbol', 'tokenURI', 'tokenIPFSHash', '_setTokenURI', '_setTokenIPFSHash', '_burn', None, None, 'setNiftyIPFSHash', 'isNiftySoldOut', 'giftNifty', 'isValidNiftySender', 'isOwner', 'getContractId', 'getNiftyTypeId', 'getSpecificNiftyNum', 'encodeTokenId', 'strConcat', 'strConcat', 'strConcat', 'strConcat', 'uint2str', 'add', 'sub', 'sub', 'mul', 'div', 'div', 'mod', 'mod', 'isContract', 'toPayable', 'sendValue', 'current', 'increment', 'decrement', 'contractId is equal to contractId plus 1', ' is equal to True', ' is equal to True', ' is equal to to', ' is equal to approved', ' is equal to to', ' is equal to ', ' is equal to to', 'If ', 'If  is different from ', ' is equal to ', ' is equal to 0', ' is equal to _ownedTokens to length', ' is equal to _allTokens length', 'If tokenIndex is different from lastTokenIndex', ' is equal to lastTokenId', ' is equal to tokenIndex', ' is equal to lastTokenId', ' is equal to tokenIndex', ' is equal to 0', '_name is equal to name', '_symbol is equal to symbol', ' is equal to uri', ' is equal to ipfs_hash', 'If  is different from 0', 'contractId is equal to contract_id', 'numNiftiesCurrentlyInContract is equal to num_nifties', 'baseURI is equal to base_uri', 'nameOfCreator is equal to name_of_creator', None, 'i is less then ', ' is equal to ', 'If  corresponds to True', ' is equal to ipfs_hash', ' is equal to True', 'If niftyType is greater then numNiftiesCurrentlyInContract', 'If _numNiftyMinted niftyType current is greater then ', 'If isNiftySoldOut corresponds to True', 'If a corresponds to 0', 'counter _value increments of 1', 'counter _value is equal to counter _value sub']",0
0x82e367a172be91cc44f0d016f26135d319fe0394,"['IERC20', 'SafeMath', 'SafeERC20', 'Ownable', 'AsureBounty', 'AsureBounty inherits from Ownable', 'onlyOwner', 'Transfer', 'Approval', 'OwnershipTransferred', 'c', 'c', 'c', 'c', 'newAllowance', 'newAllowance', '_owner', 'token', 'decimals', 'decimalFactor', 'DEFAULT_AIRDROP_AMOUNT_ASR', 'i', 'i', 'transfer', 'approve', 'transferFrom', 'totalSupply', 'balanceOf', 'allowance', 'mul', 'div', 'sub', 'add', 'mod', 'safeTransfer', 'safeTransferFrom', 'safeApprove', 'safeIncreaseAllowance', 'safeDecreaseAllowance', None, 'owner', 'isOwner', 'renounceOwnership', 'transferOwnership', '_transferOwnership', None, 'drop', 'airdrop', 'If a corresponds to 0', '_owner is equal to msg sender', '_owner is equal to ', '_owner is equal to newOwner', 'token is equal to IERC20', None, 'i is less then recipients length', None, 'i is less then recipients length']",0
0x4ae4862348bf909197bfb9abaf21ad8ace42d046,"['LightEnergyEcologicalChain', 'admin_only', 'Transfer', 'Approval', 'admin_address', 'account_address', 'balances', 'name', 'symbol', 'decimals', 'initSupply', 'totalSupply', 'allowed', 'oldValue', None, 'balanceOf', 'transfer', 'transferFrom', 'approve', 'allowance', 'increaseApproval', 'decreaseApproval', 'setAdmin', 'withDraw', '', 'mul', 'div', 'sub', 'add', 'totalSupply is equal to mul', ' is equal to totalSupply', ' is equal to sub', ' is equal to add', ' is equal to sub', ' is equal to add', ' is equal to sub', ' is equal to _value', ' is equal to add', 'If _subtractedValue is greater then oldValue', ' is equal to 0', ' is equal to sub', 'admin_address is equal to new_admin_address', 'If a corresponds to 0', 'c is equal to a multiplied by b', 'c is equal to a plus b']",0
0xd6fb4fd8b595d0a1de727c35fe6f1d4ae5b60f51,"['AccountInterface', 'ListInterface', 'IndexInterface', 'ConnectorsInterface', 'ConnectorInterface', 'Helpers', 'AccountResolver', 'ConnectorsResolver', 'Resolver', 'AccountResolver inherits from Helpers', 'ConnectorsResolver inherits from AccountResolver', 'Resolver inherits from ConnectorsResolver', 'index', 'list', 'connectors', 'indexContract', 'listContract', 'connectorsContract', 'userLink', 'IDs', 'id', 'i', 'userList', 'IDs', 'accounts', 'i', 'accountLink', 'owners', 'owner', 'i', 'accountList', 'versions', 'i', 'accounts', 'enabledCount', 'addresses', 'connectorArrayLength', 'count', 'i', 'connector', 'enabledCount', 'connectorsData', 'connectorArrayLength', 'count', 'i', 'connector', 'staticLength', 'staticConnectorArray', 'i', 'staticLength', 'staticConnectorsData', 'i', 'staticConnector', 'name', 'version', 'UserLink', 'UserList', 'AccountLink', 'AccountList', 'List', 'OwnerData', 'ConnectorsData', 'UserLink has first', 'UserLink has last', 'UserLink has count', 'UserList has prev', 'UserList has next', 'AccountLink has first', 'AccountLink has last', 'AccountLink has count', 'AccountList has prev', 'AccountList has next', 'List has prev', 'List has next', 'OwnerData has IDs', 'OwnerData has accounts', 'OwnerData has versions', 'ConnectorsData has connector', 'ConnectorsData has connectorID', 'ConnectorsData has name', 'isAuth', 'sheild', 'version', 'accounts', 'accountID', 'accountAddr', 'userLink', 'userList', 'accountLink', 'accountList', 'master', 'list', 'connectors', 'account', 'check', 'versionCount', 'chief', 'connectors', 'staticConnectors', 'connectorArray', 'connectorLength', 'staticConnectorArray', 'staticConnectorLength', 'connectorCount', 'isConnector', 'isStaticConnector', 'name', 'getID', 'getAccount', 'getOwnerIDs', 'getOwnerAccounts', 'getIDOwners', 'getAccountOwners', 'getAccountVersions', 'getOwnerDetails', 'isShield', 'getEnabledConnectors', 'getEnabledConnectorsData', 'getStaticConnectors', 'getStaticConnectorsData', None, None, 'i is less then userLink count', ' is equal to id', 'id is equal to userList next', None, 'i is less then IDs length', ' is equal to getAccount', None, 'i is less then accountLink count', ' is equal to owner', 'owner is equal to accountList next', None, 'i is less then accounts length', ' is equal to ', 'shield is equal to ', None, 'i is less then connectorArrayLength', '', ' is equal to connector', None, 'i is less then connectorArrayLength', '', ' is equal to ConnectorsData', None, 'i is less then staticLength', ' is equal to connectorsContract staticConnectorArray', None, 'i is less then staticLength', ' is equal to ConnectorsData', 'index is equal to _index', 'indexContract is equal to IndexInterface', 'list is equal to indexContract list', 'listContract is equal to ListInterface', 'connectors is equal to indexContract connectors', 'connectorsContract is equal to ConnectorsInterface']",0
0x15dfc197e7ac7d81a07250b5bdebaa96fc1c5dfa,"['IERC20', 'SafeMath', 'ERC20', 'ERC20Detailed', 'Roles', 'MinterRole', 'ERC20Mintable', 'ERC20Burnable', 'ERC20Capped', 'SafeERC20', 'Ownable', 'AsureToken', 'ERC20 inherits from IERC20', 'ERC20Detailed inherits from IERC20', 'ERC20Mintable inherits from ERC20', 'ERC20Mintable inherits from MinterRole', 'ERC20Burnable inherits from ERC20', 'ERC20Capped inherits from ERC20Mintable', 'AsureToken inherits from ERC20', 'AsureToken inherits from ERC20Detailed', 'AsureToken inherits from ERC20Mintable', 'AsureToken inherits from ERC20Burnable', 'AsureToken inherits from ERC20Capped', 'AsureToken inherits from Ownable', 'onlyMinter', 'onlyOwner', 'Transfer', 'Approval', 'MinterAdded', 'MinterRemoved', 'OwnershipTransferred', 'c', 'c', 'c', 'c', '_balances', '_allowed', '_totalSupply', '_name', '_symbol', '_decimals', '_minters', '_cap', 'newAllowance', 'newAllowance', '_owner', 'erc20token', 'balance', 'Role', 'Role has bearer', 'transfer', 'approve', 'transferFrom', 'totalSupply', 'balanceOf', 'allowance', 'mul', 'div', 'sub', 'add', 'mod', 'totalSupply', 'balanceOf', 'allowance', 'transfer', 'approve', 'transferFrom', 'increaseAllowance', 'decreaseAllowance', '_transfer', '_mint', '_burn', '_burnFrom', None, 'name', 'symbol', 'decimals', 'add', 'remove', 'has', None, 'isMinter', 'addMinter', 'renounceMinter', '_addMinter', '_removeMinter', 'mint', 'burn', 'burnFrom', None, 'cap', '_mint', 'safeTransfer', 'safeTransferFrom', 'safeApprove', 'safeIncreaseAllowance', 'safeDecreaseAllowance', None, 'owner', 'isOwner', 'renounceOwnership', 'transferOwnership', '_transferOwnership', None, 'transfer', 'mint', 'emergencyTokenExtraction', 'If a corresponds to 0', ' is equal to value', ' is equal to _allowed from msg sender sub', ' is equal to msg sender spender add', ' is equal to msg sender spender sub', ' is equal to _balances from sub', ' is equal to _balances to add', '_totalSupply is equal to _totalSupply add', ' is equal to _balances account add', '_totalSupply is equal to _totalSupply sub', ' is equal to _balances account sub', ' is equal to _allowed account msg sender sub', '_name is equal to name', '_symbol is equal to symbol', '_decimals is equal to decimals', ' is equal to True', ' is equal to False', '_cap is equal to cap', '_owner is equal to msg sender', '_owner is equal to ', '_owner is equal to newOwner', 'If balance corresponds to 0']",0
0x0771f75378f8240cea81694f4d400598645b47e2,"['ERC20Basic', 'SafeMath', 'BasicToken', 'ERC20', 'StandardToken', 'Ownable', 'MintableToken', 'FreezableToken', 'BurnableToken', 'Pausable', 'FreezableMintableToken', 'Consts', 'MainToken', 'BasicToken inherits from ERC20Basic', 'ERC20 inherits from ERC20Basic', 'StandardToken inherits from ERC20', 'StandardToken inherits from BasicToken', 'MintableToken inherits from StandardToken', 'MintableToken inherits from Ownable', 'FreezableToken inherits from StandardToken', 'BurnableToken inherits from BasicToken', 'Pausable inherits from Ownable', 'FreezableMintableToken inherits from FreezableToken', 'FreezableMintableToken inherits from MintableToken', 'MainToken inherits from Consts', 'MainToken inherits from FreezableMintableToken', 'MainToken inherits from BurnableToken', 'MainToken inherits from Pausable', 'onlyOwner', 'canMint', 'hasMintPermission', 'whenNotPaused', 'whenPaused', 'Transfer', 'Approval', 'OwnershipRenounced', 'OwnershipTransferred', 'Mint', 'MintFinished', 'Freezed', 'Released', 'Burn', 'Pause', 'Unpause', 'Initialized', 'balances', 'totalSupply_', 'allowed', 'oldValue', 'owner', 'mintingFinished', 'chains', 'freezings', 'freezingBalance', 'release', 'i', 'currentKey', 'headKey', 'head', 'currentKey', 'next', 'amount', 'release', 'balance', 'key', 'parentKey', 'next', 'nextKey', 'parent', 'paused', 'currentKey', 'TOKEN_DECIMALS', 'TOKEN_DECIMALS_UINT8', 'TOKEN_DECIMAL_MULTIPLIER', 'TOKEN_NAME', 'TOKEN_SYMBOL', 'PAUSED', 'TARGET_USER', 'CONTINUE_MINTING', 'initialized', 'totalSupply', 'balanceOf', 'transfer', 'mul', 'div', 'sub', 'add', 'totalSupply', 'transfer', 'balanceOf', 'allowance', 'transferFrom', 'approve', 'transferFrom', 'approve', 'allowance', 'increaseApproval', 'decreaseApproval', None, 'renounceOwnership', 'transferOwnership', '_transferOwnership', 'mint', 'finishMinting', 'balanceOf', 'actualBalanceOf', 'freezingBalanceOf', 'freezingCount', 'getFreezing', 'freezeTo', 'releaseOnce', 'releaseAll', 'toKey', 'freeze', 'burn', '_burn', 'pause', 'unpause', 'mintAndFreeze', None, 'name', 'symbol', 'decimals', 'transferFrom', 'transfer', 'init', 'If a corresponds to 0', 'c is equal to a multiplied by b', 'c is equal to a plus b', ' is equal to msg sender sub', ' is equal to balances _to add', ' is equal to balances _from sub', ' is equal to balances _to add', ' is equal to allowed _from msg sender sub', ' is equal to _value', ' is equal to ', 'If _subtractedValue is greater then oldValue', ' is equal to 0', ' is equal to oldValue sub', 'owner is equal to msg sender', 'owner is equal to ', 'owner is equal to _newOwner', 'totalSupply_ is equal to totalSupply_ add', ' is equal to balances _to add', 'mintingFinished is equal to True', 'While release is different from 0', 'release is equal to ', None, 'i is less then _index plus 1', '_release is equal to ', 'If _release corresponds to 0', '_balance is equal to ', ' is equal to msg sender sub', ' is equal to freezings currentKey add', ' is equal to freezingBalance _to add', ' is equal to msg sender add', ' is equal to msg sender sub', 'If next corresponds to 0', ' is equal to next', ' is equal to getFreezing', 'While release is different from 0 Invalid symbol ', 'tokens increments of balance', ' is equal to getFreezing', 'result is equal to 0x5749534800000000000000000000000000000000000000000000000000000000', 'If next corresponds to 0', ' is equal to _until', 'While next is different from 0 Invalid symbol ', 'parent is equal to next', 'parentKey is equal to nextKey', 'next is equal to ', 'nextKey is equal to toKey', 'If _until corresponds to next', 'If next is different from 0', ' is equal to next', ' is equal to _until', ' is equal to balances _who sub', 'totalSupply_ is equal to totalSupply_ sub', 'paused is equal to True', 'paused is equal to False', 'totalSupply_ is equal to totalSupply_ add', ' is equal to freezings currentKey add', ' is equal to freezingBalance _to add', 'initialized is equal to True', '', 'If not CONTINUE_MINTING']",0
